experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
ERX5052492,ERR5262127,SAMEA8000651,SAMEA8000651,ERS5687904,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,PCR,298182.0,89752782.0,"IDIBELL, Bellvitge University Hospital",25067626;31333454,,,"Microbiology Department, Hospital Universitari de Bellvitge",2017-01-01,Spain,Illumina MiSeq paired end sequencing,False,2021-04-17,False,,Cerebrospinal fluid,,,,,,,,727,Haemophilus influenzae,HUB-HI12922,"IDIBELL, Bellvitge University Hospital",,,,,,Homo sapiens,9606.0,,,,,,,,,,Invasive Haemophilus influenzae,,,,,,,,,2017,
ERX3291258,ERR3264614,SAMEA5379368,SAMEA5379368,ERS3185957,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,219200.0,90126782.0,University of Southampton,35864178;37642341,,,,2011-08-26,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,275,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,275,,,,,,,,,2011-08-26,
ERX3332760,ERR3306714,SAMEA5380366,SAMEA5380366,ERS3186953,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,217721.0,90326410.0,University of Southampton,31671242;36331899,,,,2012-12-18,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1283,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1283,,,,,,,,,2012-12-18,
ERX3291203,ERR3264559,SAMEA5379313,SAMEA5379313,ERS3185902,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,211402.0,90384430.0,University of Southampton,37717120;38489621,,,,2011-11-15,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,220,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,220,,,,,,,,,2011-11-15,
SRX762514,SRR1656048,SAMN03197816,SAMN03197816,SRS747025,ILLUMINA,Illumina HiSeq 2000,615_HINF,PAIRED,,WGS,GENOMIC,RANDOM,468384.0,90684908.0,University of Washington,36452686;37205814,,,UW clinical laboratory,,USA: WA,Illumina HiSeq 2000 sequencing; Whole genome seq of Haemophilus influenzae clinical isolate: Sample 615_HINF,False,2015-07-08,False,,,,,,,,,,727,Haemophilus influenzae,615_HINF,University of Washington,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|stevesal on 2015-07-08; Haemophilus influenzae,,,,,,,,,,
ERX3291050,ERR3264406,SAMEA5379160,SAMEA5379160,ERS3185749,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,233669.0,91128148.0,University of Southampton,42669129;38117808,,,,2012-01-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,64,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,64,,,,,,,,,2012-01-30,
ERX2579079,ERR2560707,SAMEA4643464,SAMEA4643464,ERS2464113,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,199686.0,91809963.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,30689318;37934994,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,NT,NT,,,,,727,Haemophilus influenzae,PTHi-9437,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-9437,,,,,,,,,,
SRX6093245,SRR9326332,SAMN11658595,SAMN11658595,SRS4994251,ILLUMINA,Illumina MiSeq,Strain 1,PAIRED,,WGS,GENOMIC,RANDOM,153308.0,92163985.0,,33568131;38174246,,,,2001-01-01,Canada,Illumina MiSeq sequencing,False,2020-07-01,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 1,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2020-06-02; Haemophilus influenzae,,,,,,,,,2001,
ERX3332447,ERR3306401,SAMEA5380052,SAMEA5380052,ERS3186640,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,236489.0,92461547.0,University of Southampton,34388101;38824513,,,,2012-06-18,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,964,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,964,,,,,,,,,2012-06-18,
ERX3291169,ERR3264525,SAMEA5379279,SAMEA5379279,ERS3185868,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,211012.0,92665006.0,University of Southampton,32193903;36420371,,,,2012-01-23,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,186,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,186,,,,,,,,,2012-01-23,
SRX762287,SRR1655821,SAMN03197589,SAMN03197589,SRS746796,ILLUMINA,Illumina HiSeq 2000,40_HINF,PAIRED,,WGS,GENOMIC,RANDOM,483492.0,92859649.0,University of Washington,36295538;37139488,,,UW clinical laboratory,,USA: WA,Illumina HiSeq 2000 sequencing; Whole genome seq of Haemophilus influenzae clinical isolate: Sample 40_HINF,False,2015-07-08,False,,,,,,,,,,727,Haemophilus influenzae,40_HINF,University of Washington,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|stevesal on 2015-07-08; Haemophilus influenzae,,,,,,,,,,
SRX9274395,SRR12805683,SAMN16409191,SAMN16409191,SRS7503098,ILLUMINA,Illumina MiniSeq,M1C073_2_ILLUMINA,PAIRED,,WGS,GENOMIC,RANDOM,372003.0,92957071.0,SUB8231438,21476190;21851296,,,MCRI,2016-03-11,Australia: Melbourne,Illumina MiniSeq sequencing; WGS of H. influenzae: respiratory tract (cystic fibrosis),False,2020-10-11,False,,sputum,37.8136 S 144.9631 E,,,,,,,727,Haemophilus influenzae,M1C073_2,SUB8231438,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|stephenwatts on 2020-10-11; Haemophilus influenzae,,,,,,-37.8136,144.9631,,2016-03-11,
ERX3332624,ERR3306578,SAMEA5380230,SAMEA5380230,ERS3186817,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,219761.0,92997402.0,University of Southampton,32002301;35726642,,,,2012-03-28,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1142,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1142,,,,,,,,,2012-03-28,
SRX6094462,SRR9327599,SAMN11658632,SAMN11658632,SRS4995444,ILLUMINA,Illumina MiSeq,Strain 44,PAIRED,,WGS,GENOMIC,RANDOM,162418.0,93090806.0,,33242792;40888959,,,,2010-01-01,Canada,Illumina MiSeq sequencing,False,2019-06-20,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 44,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2019-06-20; Haemophilus influenzae,,,,,,,,,2010,
ERX3332288,ERR3306239,SAMEA5379897,SAMEA5379897,ERS3186485,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,217298.0,93155071.0,University of Southampton,36838455;39368885,,,,2011-10-13,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,808,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,808,,,,,,,,,2011-10-13,
ERX3332796,ERR3306750,SAMEA5380402,SAMEA5380402,ERS3186989,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,263952.0,93220077.0,University of Southampton,36315246;27213529,,,,2012-04-05,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,NP,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1325,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1325,,,,,,,,,2012-04-05,
ERX3291178,ERR3264534,SAMEA5379288,SAMEA5379288,ERS3185877,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,210302.0,93403782.0,University of Southampton,31577792;36934264,,,,2011-11-28,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,195,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,195,,,,,,,,,2011-11-28,
ERX3291227,ERR3264583,SAMEA5379337,SAMEA5379337,ERS3185926,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,221310.0,93478179.0,University of Southampton,36983624;38853780,,,,2011-12-19,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,244,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,244,,,,,,,,,2011-12-19,
ERX2579044,ERR2560747,SAMEA4643429,SAMEA4643429,ERS2464078,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,207451.0,93623130.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,31798247;38151957,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,b,b,,,,,727,Haemophilus influenzae,PTHi-1539,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-1539,,,,,,,,,,
ERX3291076,ERR3264432,SAMEA5379186,SAMEA5379186,ERS3185775,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,241494.0,93661814.0,University of Southampton,33963398;39362271,,,,2011-11-14,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,92,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,92,,,,,,,,,2011-11-14,
ERX3332026,ERR3305976,SAMEA5379635,SAMEA5379635,ERS3186223,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,212045.0,93661837.0,University of Southampton,34541023;38778724,,,,2012-03-28,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,544,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,544,,,,,,,,,2012-03-28,
ERX3332651,ERR3306605,SAMEA5380257,SAMEA5380257,ERS3186844,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,220519.0,93681839.0,University of Southampton,30166923;34867978,,,,2012-07-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1171,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1171,,,,,,,,,2012-07-24,
ERX3291308,ERR3264664,SAMEA5379419,SAMEA5379419,ERS3186007,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,212300.0,94032370.0,University of Southampton,39106631;39896789,,,,2011-09-14,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,325,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,325,,,,,,,,,2011-09-14,
ERX5688639,ERR6049659,SAMEA8912167,SAMEA8912167,ERS6595050,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,150.0,WGS,GENOMIC,PCR,656468.0,94229761.0,"IDIBELL, Bellvitge University Hospital",38803725;37721618,,,"Microbiology Department, Hospital Universitari de Bellvitge",2014-01-01,Spain,Illumina MiSeq paired end sequencing,False,2021-09-15,False,,Blood,,,,,,,,727,Haemophilus influenzae,ES-HUB-HI9486,"IDIBELL, Bellvitge University Hospital",,,,,,Homo sapiens,9606.0,,,,,,,,,,Haemophilus influenzae serotype f,,,,,,,,,2014,
ERX3291140,ERR3264496,SAMEA5379250,SAMEA5379250,ERS3185839,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,210569.0,94327907.0,University of Southampton,32747148;36919720,,,,2012-01-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,157,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,157,,,,,,,,,2012-01-30,
SRX6095766,SRR9328966,SAMN11658659,SAMN11658659,SRS4996702,ILLUMINA,Illumina MiSeq,Strain 71,PAIRED,,WGS,GENOMIC,RANDOM,156919.0,94328349.0,,34491663;39245101,,,,2014-01-01,Canada,Illumina MiSeq sequencing,False,2020-07-01,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 71,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2020-06-02; Haemophilus influenzae,,,,,,,,,2014,
ERX3332671,ERR3306625,SAMEA5380277,SAMEA5380277,ERS3186864,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,216455.0,94408098.0,University of Southampton,38007424;38419667,,,,2012-03-08,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1191,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1191,,,,,,,,,2012-03-08,
ERX3332119,ERR3306069,SAMEA5379728,SAMEA5379728,ERS3186316,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,308254.0,94666188.0,University of Southampton,33020551;35973764,,,,2012-01-03,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,638,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,638,,,,,,,,,2012-01-03,
ERX3332212,ERR3306163,SAMEA5379821,SAMEA5379821,ERS3186409,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,225543.0,94735770.0,University of Southampton,36028964;37209742,,,,2012-03-21,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,732,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,732,,,,,,,,,2012-03-21,
ERX2579094,ERR2560756,SAMEA4643479,SAMEA4643479,ERS2464128,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,215007.0,94779122.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,32732331;39756163,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,a,a,,,,,727,Haemophilus influenzae,PTHi-12277,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-12277,,,,,,,,,,
ERX3332695,ERR3306649,SAMEA5380301,SAMEA5380301,ERS3186888,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,210740.0,95987837.0,University of Southampton,33260185;38615673,,,,2012-07-09,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1216,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1216,,,,,,,,,2012-07-09,
ERX3332528,ERR3306482,SAMEA5380133,SAMEA5380133,ERS3186721,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,212912.0,96008780.0,University of Southampton,37666098;39023380,,,,2012-07-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1045,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1045,,,,,,,,,2012-07-24,
ERX2579073,ERR2560711,SAMEA4643458,SAMEA4643458,ERS2464107,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,212985.0,96110141.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,32661257;38824380,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,NT,NT,,,,,727,Haemophilus influenzae,PTHi-6916,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-6916,,,,,,,,,,
ERX3291268,ERR3264624,SAMEA5379378,SAMEA5379378,ERS3185967,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,219599.0,96136348.0,University of Southampton,37256190;39202511,,,,2011-09-06,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,285,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,285,,,,,,,,,2011-09-06,
SRX6098058,SRR9331445,SAMN11658674,SAMN11658674,SRS4998593,ILLUMINA,Illumina MiSeq,Strain 86,PAIRED,,WGS,GENOMIC,RANDOM,159979.0,96171163.0,,35056295;40341357,,,,2017-01-01,Canada,Illumina MiSeq sequencing,False,2020-07-01,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 86,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2020-06-02; Haemophilus influenzae,,,,,,,,,2017,
SRX6094461,SRR9327600,SAMN11658610,SAMN11658610,SRS4995443,ILLUMINA,Illumina MiSeq,Strain 22,PAIRED,,WGS,GENOMIC,RANDOM,159994.0,96181606.0,,35103090;40159157,,,,2008-01-01,Canada,Illumina MiSeq sequencing,False,2019-06-20,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 22,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2019-06-20; Haemophilus influenzae,,,,,,,,,2008,
ERX3332329,ERR3306280,SAMEA5379938,SAMEA5379938,ERS3186526,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,229262.0,96281890.0,University of Southampton,34586492;39683234,,,,2011-09-22,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,850,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,850,,,,,,,,,2011-09-22,
ERX3332629,ERR3306583,SAMEA5380235,SAMEA5380235,ERS3186822,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,229847.0,96315588.0,University of Southampton,32843161;38735207,,,,2012-07-17,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1147,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1147,,,,,,,,,2012-07-17,
ERX2579072,ERR2560740,SAMEA4643457,SAMEA4643457,ERS2464106,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,217341.0,96472853.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,32557764;39743723,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,NT,NT,,,,,727,Haemophilus influenzae,PTHi-6745,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-6745,,,,,,,,,,
ERX2579042,ERR2560733,SAMEA4643427,SAMEA4643427,ERS2464076,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,219505.0,96582024.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,33571885;37653169,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,NT,NT,,,,,727,Haemophilus influenzae,PTHi-1449,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-1449,,,,,,,,,,
SRX5897309,SRR9123343,SAMN11853736,SAMN11853736,SRS4818845,ILLUMINA,Illumina MiSeq,GA87639,PAIRED,,WGS,GENOMIC,RANDOM,205729.0,96584850.0,SUB5668222,37586942;39512290,,,Georgia Emerging Infections Program,2018-01-01,"USA: Atlanta, GA",Illumina MiSeq sequencing; Whole genome sequencing of nontypeable Haemophilus influenzae clinical isolate.,False,2020-06-02,False,,blood,33.749 N 84.388 W,,,,,,,727,Haemophilus influenzae,GA87639,SUB5668222,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|rpetit on 2020-06-02; Haemophilus influenzae,,,,,,33.749,-84.388,,2018,
SRX6094444,SRR9327617,SAMN11658612,SAMN11658612,SRS4995426,ILLUMINA,Illumina MiSeq,Strain 24,PAIRED,,WGS,GENOMIC,RANDOM,160802.0,96665279.0,,35202475;40126334,,,,2008-01-01,Canada,Illumina MiSeq sequencing,False,2019-06-20,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 24,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2019-06-20; Haemophilus influenzae,,,,,,,,,2008,
ERX5688659,ERR6049679,SAMEA8912187,SAMEA8912187,ERS6595070,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,150.0,WGS,GENOMIC,PCR,713770.0,96927511.0,"IDIBELL, Bellvitge University Hospital",36641917;39125658,,,National Reference Centre of the Netherlands,2015-01-01,Netherlands,Illumina MiSeq paired end sequencing,False,2021-09-15,False,,Blood,,,,,,,,727,Haemophilus influenzae,NL-CNR-HI2150512,"IDIBELL, Bellvitge University Hospital",,,,,,Homo sapiens,9606.0,,,,,,,,,,Haemophilus influenzae serotype f,,,,,,,,,2015,
SRX7845455,SRR11233585,SAMN16453434,SAMN16453434,SRS7641149,ILLUMINA,Illumina MiSeq,RHH-40,PAIRED,,WGS,GENOMIC,RANDOM,331209.0,97218916.0,SUB7088332,28930801;34709059,,,Royall Hobart Hospital,2018-04-20,Australia: Tasmania,Illumina MiSeq sequencing; WGS of nontypeable Haemophilus influenzae,False,2020-03-04,False,,sputum,42.0 S 147.0 E,,,,,,,727,Haemophilus influenzae,Nontypeable Haemophilus influenzae RHH-40,SUB7088332,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|kcrajendra26@gmail.com on 2020-11-04; Haemophilus influenzae,,,,,,-42.0,147.0,,2018-04-20,
ERX3291422,ERR3264778,SAMEA5379533,SAMEA5379533,ERS3186121,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,217012.0,97325844.0,University of Southampton,35653994;39563431,,,,2012-03-07,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,442,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,442,,,,,,,,,2012-03-07,
ERX3332247,ERR3306198,SAMEA5379856,SAMEA5379856,ERS3186444,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,229169.0,97613937.0,University of Southampton,36435850;39511537,,,,2012-05-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,NP,,NTHi,NTHi,,,,,727,Haemophilus influenzae,767,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,767,,,,,,,,,2012-05-01,
ERX2579062,ERR2560705,SAMEA4643447,SAMEA4643447,ERS2464096,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,213524.0,97956875.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,37258983;40614805,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,b,b,,,,,727,Haemophilus influenzae,PTHi-4111,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-4111,,,,,,,,,,
ERX3332133,ERR3306083,SAMEA5379742,SAMEA5379742,ERS3186330,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,313540.0,98287419.0,University of Southampton,34553546;37195022,,,,2012-03-21,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,652,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,652,,,,,,,,,2012-03-21,
