,Name,ST,MLST_Profile,lineage
416,ERR7361914,215,17.15.20.19.20.18.22.19,4.3.4.2
417,ERR7362026,276,17.15.20.19.144.18.22.19,2.2.9
418,SRR6045441,215,17.15.20.19.20.18.22.19,3
419,SRR18213948,215,17.15.20.19.20.18.22.19,3
420,SRR6044971,215,17.15.20.19.20.18.22.19,4.1.1.1
421,ERR072031,331,17.15.20.164.20.18.22.19,3
422,SRR5007164,215,17.15.20.19.20.18.22.19,2.2.7
423,SRR6045336,215,17.15.20.19.20.18.22.19,3
424,SRR6046181,215,17.15.20.19.20.18.22.19,2.2.6
425,SRR18213811,215,17.15.20.19.20.18.22.19,4.6.2.2
426,SRR3675289,276,17.15.20.19.144.18.22.19,2.2.10
427,SRR6045991,215,17.15.20.19.20.18.22.19,4.3.4.2
428,ERR7361920,215,17.15.20.19.20.18.22.19,4.10
429,SRR6046269,215,17.15.20.19.20.18.22.19,2.2.10
430,SRR6045628,215,17.15.20.19.20.18.22.19,4.10
431,SRR18213941,215,17.15.20.19.20.18.22.19,4.4.1.1
432,ERR072042,215,17.15.20.19.20.18.22.19,4.10
433,SRR18213870,215,17.15.20.19.20.18.22.19,4.10
434,ERR7361916,215,17.15.20.19.20.18.22.19,4.1.2.1
435,ERR9117683,215,17.15.20.19.20.18.22.19,3
436,SRR18213971,336,17.15.20.19.20.18.22.184,3.1.2.2
437,SRR18213803,215,17.15.20.19.20.18.22.19,3
438,ERR072023,215,17.15.20.19.20.18.22.19,3
439,SRR6045735,279,140.15.20.19.20.18.22.19,4.3.3
440,ERR072029,336,17.15.20.19.20.18.22.184,3.1.2.2
441,SRR18213750,215,17.15.20.19.20.18.22.19,3
442,SRR6046838,215,17.15.20.19.20.18.22.19,2.2.6
443,SRR5007157,215,17.15.20.19.20.18.22.19,4.10
444,SRR6046656,893,17.15.20.19.20.451.22.19,3
445,SRR6045844,215,17.15.20.19.20.18.22.19,3
446,SRR18213746,215,17.15.20.19.20.18.22.19,3
447,SRR6045533,215,17.15.20.19.20.18.22.19,3
448,SRR18213932,215,17.15.20.19.20.18.22.19,4.4.2
449,ERR9117783,215,17.15.20.19.20.18.22.19,3
450,SRR18213973,215,17.15.20.19.20.18.22.19,3
451,ERR072028,277,17.15.20.19.20.18.22.176,4.1.1.3
452,SRR3675440,215,17.15.20.19.20.18.22.19,3.1.1
453,ERR7361994,215,17.15.20.19.20.18.22.19,2.2.7
454,ERR072087,277,17.15.20.19.20.18.22.176,4.1.1.3
455,SRR6045543,215,17.15.20.19.20.18.22.19,4.3.1
456,ERR072048,215,17.15.20.19.20.18.22.19,4.10
457,SRR6046683,215,17.15.20.19.20.18.22.19,3.1.2.1
458,SRR6046670,215,17.15.20.19.20.18.22.19,4.4.1.1
459,SRR6045255,215,17.15.20.19.20.18.22.19,4.1.2
460,SRR6044893,215,17.15.20.19.20.18.22.19,2.2.10
461,SRR6046730,215,17.15.20.19.20.18.22.19,4.10
462,SRR6046276,215,17.15.20.19.20.18.22.19,3
463,SRR6045783,215,17.15.20.19.20.18.22.19,4.1.2.1
464,SRR18213783,215,17.15.20.19.20.18.22.19,3
465,SRR18213965,215,17.15.20.19.20.18.22.19,3
466,SRR18213956,215,17.15.20.19.20.18.22.19,4.1.2.1
467,SRR6045742,215,17.15.20.19.20.18.22.19,3
468,SRR18213822,215,17.15.20.19.20.18.22.19,2.2.7
469,SRR18213795,215,17.15.20.19.20.18.22.19,4.2.2
470,SRR6045133,215,17|17.15.20|20.19.20|20.18|18.22|22.19|19,4.5
471,SRR18213936,298,17.15.20.19.20.18.22.181,2.2.4
472,SRR18213761,215,17.15.20.19.20.18.22.19,4.2.2.1
473,SRR18213951,375,142.15.20.19.20.18.22.19,3
474,ERR072038,215,17.15.20.19.20.18.22.19,4.4.1.1
475,ERR072035,215,17.15.20.19.20.18.22.19,4.10
476,SRR6046782,215,17.15.20.19.20.18.22.19,3
477,SRR3675535,215,17.15.20.19.20.18.22.19,3
478,ERR072034,215,17.15.20.19.20.18.22.19,4.1.1.1
479,ERR9117698,215,17.15.20.19.20.18.22.19,3
480,SRR18213764,215,17.15.20.19.20.18.22.19,4.1.2.1
481,SRR18213949,215,17.15.20.19.20.18.22.19,4.4.1.1
482,ERR072040,215,17.15.20.19.20.18.22.19,3
483,SRR18213656,215,17.15.20.19.20.18.22.19,4.4
484,SRR18213699,215,17.15.20.19.20.18.22.19,4.1.2.1
485,SRR18213930,215,17.15.20.19.20.18.22.19,3
486,SRR18213758,215,17.15.20.19.20.18.22.19,4.1.2.1
487,ERR072050,215,17.15.20.19.20.18.22.19,4.10
488,ERR9117798,215,17.15.20.19.20.18.22.19,3.1.1
489,ERR9117755,215,17.15.20.19.20.18.22.19,3.1.2.1
490,SRR18213705,215,17.15.20.19.20.18.22.19,3
491,SRR18213952,215,17.15.20.19.20.18.22.19,4.4
492,SRR6045481,215,17.15.20.19.20.18.22.19,3
493,SRR6044840,215,17.15.20.19.20.18.22.19,4.3.4.1
494,SRR18213867,215,17.15.20.19.20.18.22.19,3
495,SRR18213728,215,17.15.20.19.20.18.22.19,3
496,SRR18213826,215,17.15.20.19.20.18.22.19,4.6
497,SRR6045688,276,17.15.20.19.144.18.22.19,2.2.9
498,SRR18213747,215,17.15.20.19.20.18.22.19,3
499,ERR072019,215,17.15.20.19.20.18.22.19,4.10
500,ERR1413473,215,17.15.20.19.20.18.22.19,4.6.2.2
501,SRR5007179,215,17.15.20.19.20.18.22.19,4.1.2.1
502,SRR18213697,276,17.15.20.19.144.18.22.19,2.2.6
503,SRR6046461,215,17.15.20.19.20.18.22.19,3
504,SRR18213704,284,17.15.20.19.145.18.22.19,2.2.7
505,SRR18213959,215,17.15.20.19.20.18.22.19,3
506,ERR7362016,292,17.183.20.19.144.18.22.19,2.2.9
507,SRR6046565,215,17.15.20.19.20.18.22.19,3
508,SRR18213657,277,17.15.20.19.20.18.22.176,4.1.1.3
509,SRR18213692,276,17.15.20.19.144.18.22.19,2.2.10
510,ERR072047,215,17.15.20.19.20.18.22.19,4.10
511,SRR18213911,215,17.15.20.19.20.18.22.19,3
512,SRR6045831,215,17.15.20.19.20.18.22.19,3
513,SRR18213665,215,17.15.20.19.20.18.22.19,4.6.2
514,SRR5007176,215,17.15.20.19.20.18.22.19,4.10
515,ERR072045,215,17.15.20.19.20.18.22.19,4.10
516,SRR18213871,215,17.15.20.19.20.18.22.19,4.1.1.1
517,SRR18213677,373,17.15.20.19.20.185.22.19,4.2.2
518,SRR5007184,215,17.15.20.19.20.18.22.19,1.2.1
519,ERR072094,215,17.15.20.19.20.18.22.19,3.1.1
520,SRR18213701,277,17.15.20.19.20.18.22.176,4.1.1.3
521,SRR18213749,215,17.15.20.19.20.18.22.19,3
522,ERR7362022,276,17.15.20.19.144.18.22.19,2.2.9
523,SRR18213784,279,140.15.20.19.20.18.22.19,4.3.3
524,ERR7362001,215,17.15.20.19.20.18.22.19,4.1.1.1
525,SRR18213789,893,17.15.20.19.20.451.22.19,3
526,SRR6045945,215,17.15.20.19.20.18.22.19,3
527,SRR18213718,215,17.15.20.19.20.18.22.19,4.6.2.2
528,SRR18213824,215,17.15.20.19.20.18.22.19,4.5
529,SRR18213865,215,17.15.20.19.20.18.22.19,3
530,SRR6046629,298,17.15.20.19.20.18.22.181,2.2.4
531,SRR18213694,215,17.15.20.19.20.18.22.19,2.2.10
532,SRR6046562,215,17.15.20.19.20.18.22.19,4.1.2.1
533,SRR6046504,276,17.15.20.19.144.18.22.19,2.2.9
534,SRR6046088,277,17.15.20.19.20.18.22.176,4.1.1.3
535,SRR5007190,215,17.15.20.19.20.18.22.19,3
536,SRR18213774,215,17.15.20.19.20.18.22.19,3
537,SRR18213661,215,17.15.20.19.20.18.22.19,4.2.2
538,ERR072021,215,17.15.20.19.20.18.22.19,3
539,SRR5007189,215,17.15.20.19.20.18.22.19,4.10
540,SRR18213969,215,17.15.20.19.20.18.22.19,4.1.1.1
541,SRR18213763,215,17.15.20.19.20.18.22.19,4.10
542,ERR025837,215,17.15.20.19.20.18.22.19,4.10
543,SRR6046718,951,365.15.20.19.20.18.22.19,3
544,SRR6046610,215,17.15.20.19.20.18.22.19,2.2.6
545,SRR6045418,276,17.15.20.19.144.18.22.19,2.2
546,SRR6045283,215,17.15.20.19.20.18.22.19,4.10
547,SRR6045165,215,17.15.20.19.20.18.22.19,3
548,SRR18213797,215,17.15.20.19.20.18.22.19,4.10
549,ERR7362044,215,17.15.20.19.20.18.22.19,4.6.1.2
550,SRR18213689,215,17.15.20.19.20.18.22.19,4.10
551,SRR18213676,215,17.15.20.19.20.18.22.19,3.1.2
552,SRR6046019,215,17.15.20.19.20.18.22.19,4.4.2
553,SRR18213711,215,17.15.20.19.20.18.22.19,3
554,SRR18213889,215,17.15.20.19.20.18.22.19,3
555,SRR18213817,215,17.15.20.19.20.18.22.19,3
556,SRR18213933,215,17.15.20.19.20.18.22.19,3.1.1
557,SRR18213896,896,17.15.20.19.20.18.460.19,3
558,ERR072024,215,17.15.20.19.20.18.22.19,3
559,ERR072020,215,17.15.20.19.20.18.22.19,4.1.1.1
560,SRR18213655,215,17.15.20.19.20.18.22.19,3
561,SRR18213757,215,17.15.20.19.20.18.22.19,3
562,SRR5007158,893,17.15.20.19.20.451.22.19,3
563,SRR5007192,277,17.15.20.19.20.18.22.176,4.1.1.3
564,SRR18213756,276,17.15.20.19.144.18.22.19,3
565,ERR046963,215,17.15.20.19.20.18.22.19,2.2
566,SRR18213851,276,17.15.20.19.144.18.22.19,2.2.10
567,SRR6046512,215,17.15.20.19.20.18.22.19,3
568,SRR6046044,215,17.15.20.19.20.18.22.19,4.3.1
569,SRR18213744,215,17.15.20.19.20.18.22.19,3
570,SRR5007177,277,17.15.20.19.20.18.22.176,4.1.1.3
571,SRR18213869,277,17.15.20.19.20.18.22.176,4.1.1.3
572,SRR18213812,379,17.15.20.19.160.18.22.19,4.3.4.2.1
573,SRR18213698,215,17.15.20.19.20.18.22.19,4.6.2
574,SRR18213660,215,17.15.20.19.20.18.22.19,3
575,SRR18213845,900,17.15.20.19.20.18.22.468,4.10
576,SRR6046865,215,17.15.20.19.20.18.22.19,3
577,SRR18213957,215,17.15.20.19.20.18.22.19,4.2.1
578,SRR5007198,277,17.15.20.19.20.18.22.176,4.1.1.3
579,SRR18213878,215,17.15.20.19.20.18.22.19,1.2.2
580,ERR072037,215,17.15.20.19.20.18.22.19,4.4.1.1
581,SRR6046812,215,17.15.20.19.20.18.22.19,3
582,ERR046950,215,17.15.20.19.20.18.22.19,4.1.1.1
583,ERR046960,215,17.15.20.19.20.18.22.19,4.1.1.1
584,SRR18213837,215,17.15.20.19.20.18.22.19,3
585,SRR5007187,215,17.15.20.19.20.18.22.19,3
586,SRR18213752,215,17.15.20.19.20.18.22.19,4.1.1.1
587,SRR3675336,215,17.15.20.19.20.18.22.19,3
588,SRR18213887,279,140.15.20.19.20.18.22.19,4.3.3
589,ERR9117771,215,17.15.20.19.20.18.22.19,4.10
590,SRR18213719,215,17.15.20.19.20.18.22.19,3
591,SRR18213807,215,17.15.20.19.20.18.22.19,4.10
592,ERR7362014,279,140.15.20.19.20.18.22.19,4.3.3
593,ERR072025,336,17.15.20.19.20.18.22.184,3.1.2.2
594,SRR6045907,8685fe46c2bae295d455a9f2acd5dd73a73ce16c,17.15.20.19.20.18.b860b8f53247d22da70fb12273433cbcfeeb9d4d.19,3.1.2
595,SRR18213901,215,17.15.20.19.20.18.22.19,3
596,ERR152761,215,17.15.20.19.20.18.22.19,2.2.1
597,ERR072039,215,17.15.20.19.20.18.22.19,4
598,ERR7362023,284,17.15.20.19.145.18.22.19,2.2.10
599,SRR18213963,215,17.15.20.19.20.18.22.19,1.2.2
600,SRR18213781,215,17.15.20.19.20.18.22.19,4.10
601,SRR6045089,215,17.15.20.19.20.18.22.19,3
602,ERR7362011,324,17.15.20.19.144.18.22.176,4.1.1.3
603,SRR18213846,4203e31439bc79d0f58b943c2ef85e376a5ca5bf,17.15.20.19.20.18.f1798edc11d313668aa2c8514cd8acaa790353a2.19,4.1.2.1
604,ERR7361923,215,17.15.20.19.20.18.22.19,4.3.2
605,ERR9117815,215,17.15.20.19.20.18.22.19,3
606,SRR3675519,215,17.15.20.19.20.18.22.19,3
607,SRR18213856,215,17.15.20.19.20.18.22.19,4.10
608,SRR3675479,215,17.15.20.19.20.18.22.19,4.10
609,ERR072041,215,17.15.20.19.20.18.22.19,4.10
610,SRR18213902,215,17.15.20.19.20.18.22.19,4.10
611,SRR18213717,930,17.15.20.19.20.18.465.19,4.5
612,SRR18213703,215,17.15.20.19.20.18.22.19,3
613,SRR18213838,215,17.15.20.19.20.18.22.19,3
614,SRR6045557,215,17.15.20.19.20.18.22.19,4.1.2.1
615,SRR18213939,215,17.15.20.19.20.18.22.19,3.1.1
616,SRR18213834,277,17.15.20.19.20.18.22.176,4.1.1.3
617,SRR18213912,215,17.15.20.19.20.18.22.19,3
618,SRR6045750,215,17.15.20.19.20.18.22.19,4.1.2.1
619,SRR18213790,215,17.15.20.19.20.18.22.19,3
620,SRR18213696,215,17.15.20.19.20.18.22.19,4.3.4.2.1
621,ERR046988,215,17.15.20.19.20.18.22.19,4.1.1.1
622,ERR7361958,277,17.15.20.19.20.18.22.176,4.1.1.3
623,ERR9117785,215,17.15.20.19.20.18.22.19,3
624,ERR7361960,215,17.15.20.19.20.18.22.19,2.2.1
625,SRR5007195,277,17.15.20.19.20.18.22.176,4.1.1.3
626,SRR18213877,277,17.15.20.19.20.18.22.176,4.1.1.3
627,ERR9117825,215,17.15.20.19.20.18.22.19,4.1.2.1
628,SRR6046122,215,17.15.20.19.20.18.22.19,4.1.2.1
629,ERR072036,215,17.15.20.19.20.18.22.19,4.1.1.1
630,SRR6045799,276,17.15.20.19.144.18.22.19,3
631,SRR6046901,298,17.15.20.19.20.18.22.181,2.2.4
632,SRR18213674,215,17.15.20.19.20.18.22.19,4.5
633,ERR7361985,215,17.15.20.19.20.18.22.19,2.2.1
634,SRR3675484,215,17.15.20.19.20.18.22.19,3.1.1
635,SRR18213801,215,17.15.20.19.20.18.22.19,3
636,SRR18213844,215,17.15.20.19.20.18.22.19,3
637,SRR18213947,215,17.15.20.19.20.18.22.19,4.1.2.1
638,SRR18213923,215,17.15.20.19.20.18.22.19,3
639,ERR7362017,292,17.183.20.19.144.18.22.19,2.2.9
640,SRR6045243,215,17.15.20.19.20.18.22.19,4.1.1.1
641,SRR6046586,277,17.15.20.19.20.18.22.176,4.1.1.3
642,ERR7361941,215,17.15.20.19.20.18.22.19,4.3.4.2.1
643,SRR3675281,215,17.15.20.19.20.18.22.19,4.6.2.2
644,SRR18213916,215,17.15.20.19.20.18.22.19,4.6.2
645,SRR5007205,215,17.15.20.19.20.18.22.19,2.2.7
646,SRR6045905,215,17.15.20.19.20.18.22.19,3
647,ERR046962,215,17.15.20.19.20.18.22.19,4.1.1.1
648,SRR18213720,215,17.15.20.19.20.18.22.19,3
649,SRR18213668,215,17.15.20.19.20.18.22.19,3
650,ERR025847,215,17.15.20.19.20.18.22.19,4.1.2.1
651,ERR046951,215,17.15.20.19.20.18.22.19,4.10
652,SRR18213894,215,17.15.20.19.20.18.22.19,3
653,SRR18213804,215,17.15.20.19.20.18.22.19,3
654,SRR18213918,215,17.15.20.19.20.18.22.19,4.1.2.1
655,SRR18213777,6c5c761b9e4c18dbc94830382172ed0c05079fd2,17.a68d59bf711a84967e3baf33b28df9a53a35d946.20.19.20.18.22.19,4.2.2
656,SRR18213796,215,17.15.20.19.20.18.22.19,3
657,ERR7361938,215,17.15.20.19.20.18.22.19,4.3.4.2.1
658,ERR7362008,215,17.15.20.19.20.18.22.19,2.2
659,SRR6045825,215,17.15.20.19.20.18.22.19,3
660,ERR7361933,215,17.15.20.19.20.18.22.19,4.1.2.1
661,SRR6046645,279,140.15.20.19.20.18.22.19,4.3.3
662,SRR6046753,215,17.15.20.19.20.18.22.19,3
663,SRR6044938,215,17.15.20.19.20.18.22.19,4.2.2
664,SRR6046631,276,17.15.20.19.144.18.22.19,3
665,SRR3675459,215,17.15.20.19.20.18.22.19,3.1.2
666,SRR6046112,215,17.15.20.19.20.18.22.19,4.1.1
667,SRR18213940,215,17.15.20.19.20.18.22.19,3.1.2.1
668,ERR7362019,215,17.15.20.19.20.18.22.19,2.2
669,ERR9117829,215,17.15.20.19.20.18.22.19,2.2.1
670,SRR18213682,215,17.15.20.19.20.18.22.19,4.10
671,SRR1735640,215,17.15.20.19.20.18.22.19,4.1.2.1
672,ERR7361917,215,17.15.20.19.20.18.22.19,4.3.2
673,ERR7361981,215,17.15.20.19.20.18.22.19,2.2.1
674,ERR025848,215,17.15.20.19.20.18.22.19,4.1.2.1
675,ERR046984,277,17.15.20.19.20.18.22.176,4.1.1.3
676,SRR18213730,893,17.15.20.19.20.451.22.19,3
677,SRR6045593,277,17.15.20.19.20.18.22.176,4.1.1.3
678,SRR18213700,215,17.15.20.19.20.18.22.19,3
679,ERR7361967,215,17.15.20.19.20.18.22.19,2.2.1
680,ERR7361974,215,17.15.20.19.20.18.22.19,2.2.1
681,ERR158609,276,17.15.20.19.144.18.22.19,2.2.6
682,ERR7362007,215,17.15.20.19.20.18.22.19,2.2.1
683,SRR1735611,215,17.15.20.19.20.18.22.19,3.1.2
684,SRR5007162,215,17.15.20.19.20.18.22.19,2.2.7
685,ERR046948,215,17.15.20.19.20.18.22.19,4.10
686,SRR6045277,215,17.15.20.19.20.18.22.19,4.2.2
687,SRR3675321,215,17.15.20.19.20.18.22.19,3
688,ERR7362043,276,17.15.20.19.144.18.22.19,2.2.7
689,SRR1735634,215,17.15.20.19.20.18.22.19,4.1.2.1
690,ERR158601,279,140.15.20.19.20.18.22.19,4.3.3
691,SRR18213972,215,17.15.20.19.20.18.22.19,4.2.2
692,SRR6046603,215,17.15.20.19.20.18.22.19,3.1.1
693,ERR9117831,893,17.15.20.19.20.451.22.19,3
694,SRR6044987,215,17.15.20.19.20.18.22.19,4.5
695,ERR158607,284,17.15.20.19.145.18.22.19,2.2.10
696,ERR7362047,279,140.15.20.19.20.18.22.19,4.3.3
697,SRR18213950,215,17.15.20.19.20.18.22.19,3
698,ERR7361910,215,17.15.20.19.20.18.22.19,4.3.4.2
699,SRR18213793,215,17.15.20.19.20.18.22.19,3
700,ERR046964,215,17.15.20.19.20.18.22.19,4.1.1.1
701,ERR158604,215,17.15.20.19.20.18.22.19,3
702,ERR7361913,215,17.15.20.19.20.18.22.19,4.10
703,ERR158599,215,17.15.20.19.20.18.22.19,4.1.2
704,SRR18213907,911,362.15.20.431.20.18.22.19,3
705,SRR11342679,215,17.15.20.19.20.18.22.19,4.6
706,ERR046965,215,17.15.20.19.20.18.22.19,3.1.1
707,ERR158606,276,17.15.20.19.144.18.22.19,2.2.9
708,ERR7361929,279,140.15.20.19.20.18.22.19,4.3.3
709,SRR18213866,215,17.15.20.19.20.18.22.19,4.4.1.1
710,ERR046952,215,17.15.20.19.20.18.22.19,4.10
711,ERR7362009,215,17.15.20.19.20.18.22.19,2.2
712,ERR158602,276,17.15.20.19.144.18.22.19,2.2.10
713,SRR3675563,215,17.15.20.19.20.18.22.19,4.1.2.1
714,SRR18213945,215,17.15.20.19.20.18.22.19,4.10
715,SRR18213773,215,17.15.20.19.20.18.22.19,4.10
716,ERR038261,215,17.15.20.19.20.18.22.19,3.1.2.1
717,SRR18213885,896,17.15.20.19.20.18.460.19,3
718,SRR18213786,215,17.15.20.19.20.18.22.19,3
719,SRR3675211,215,17.15.20.19.20.18.22.19,4.10
720,ERR2027288,215,17.15.20.19.20.18.22.19,3
721,SRR12882637,215,17.15.20.19.20.18.22.19,3.1.2
722,ERR046953,215,17.15.20.19.20.18.22.19,4.10
723,ERR9117684,903,17.15.20.19.20.452.22.19,3
724,SRR11342681,215,17.15.20.19.20.18.22.19,4.10
725,ERR2027289,215,17.15.20.19.20.18.22.19,4.10
726,SRR6044883,215,17.15.20.19.20.18.22.19,2.2
727,ERR158608,276,17.15.20.19.144.18.22.19,2.2.9
728,ERR046732,215,17.15.20.19.20.18.22.19,4.3.4.2.1
729,ERR046737,215,17.15.20.19.20.18.22.19,4.1.1.1
730,SRR18213791,215,17.15.20.19.20.18.22.19,1.1.2
731,ERR158605,215,17.15.20.19.20.18.22.19,2.2.7
732,ERR2027301,215,17.15.20.19.20.18.22.19,2.2
733,ERR158610,215,17.15.20.19.20.18.22.19,3
734,SRR3675576,215,17.15.20.19.20.18.22.19,4.1.2.1
735,SRR3675443,215,17.15.20.19.20.18.22.19,4.10
736,ERR7361955,215,17.15.20.19.20.18.22.19,3
737,SRR3675237,215,17.15.20.19.20.18.22.19,4.1.2.1
738,SRR18213913,215,17.15.20.19.20.18.22.19,3
739,ERR039328,215,17.15.20.19.20.18.22.19,4.1.1.1
740,ERR2027271,215,17.15.20.19.20.18.22.19,4.3.2
741,SRR3675388,215,17.15.20.19.20.18.22.19,3
742,ERR2027303,215,17.15.20.19.20.18.22.19,2.2
743,ERR9117724,215,17.15.20.19.20.18.22.19,3
744,ERR046975,215,17.15.20.19.20.18.22.19,4.1.1.1
745,ERR038294,277,17.15.20.19.20.18.22.176,4.1.1.3
746,ERR7361927,215,17.15.20.19.20.18.22.19,4.3.4.2
747,ERR2027304,98ff6be2f3cec80062be41140a42bd2638ea1d4b,17.15.20.19.20.18.22.357e97799fb5f1d2bb43baaf8e53c3a1d49b9263,4.1.2.1
748,SRR11342670,215,17.15.20.19.20.18.22.19,4.10
749,ERR2027305,215,17.15.20.19.20.18.22.19,4.10
750,SRR18213899,215,17.15.20.19.20.18.22.19,4.6.1.1
751,ERR038300,215,17.15.20.19.20.18.22.19,3.1.1
752,SRR18213900,276,17.15.20.19.144.18.22.19,2.2.5
753,ERR8025351,215,17.15.20.19.20.18.22.19,4.10
754,ERR039339,215,17.15.20.19.20.18.22.19,4.10
755,ERR039329,215,17.15.20.19.20.18.22.19,4.1.1.1
756,SRR3675255,215,17.15.20.19.20.18.22.19,3
757,ERR2027211,215,17.15.20.19.20.18.22.19,3
758,SRR11342677,215,17.15.20.19.20.18.22.19,4.6.2.2
759,ERR2027284,215,17.15.20.19.20.18.22.19,4.6.2.2
760,ERR7361968,215,17.15.20.19.20.18.22.19,4.3.4.2.1
761,SRR3675278,215,17.15.20.19.20.18.22.19,4.1.2.1
762,ERR7361947,215,17.15.20.19.20.18.22.19,4.2.1
763,ERR2027249,215,17.15.20.19.20.18.22.19,4.1.2.1
764,ERR7361953,279,140.15.20.19.20.18.22.19,4.3.3
765,ERR038293,279,140.15.20.19.20.18.22.19,4.3.3
766,SRR12882635,215,17.15.20.19.20.18.22.19,3
767,ERR039346,277,17.15.20.19.20.18.22.176,4.1.1.3
768,ERR2027302,215,17.15.20.19.20.18.22.19,4.1.1.1
769,ERR038288,215,17.15.20.19.20.18.22.19,3
770,ERR7362027,279,140.15.20.19.20.18.22.19,4.3.3
771,SRR11342674,215,17.15.20.19.20.18.22.19,4.3.4.2
772,ERR2027299,215,17.15.20.19.20.18.22.19,4.3.4.2
773,ERR039330,215,17.15.20.19.20.18.22.19,4.3.4.2.1
774,ERR7361963,215,17.15.20.19.20.18.22.19,4.3.4.2.1
775,ERR7361925,215,17.15.20.19.20.18.22.19,3.1.2.1
776,ERR7361940,215,17.15.20.19.20.18.22.19,4.3.2.1
777,SRR3675253,379,17.15.20.19.160.18.22.19,4.3.4.2.1
778,ERR040103,215,17.15.20.19.20.18.22.19,4.10
779,ERR867537,276,17.15.20.19.144.18.22.19,2.2.9
780,ERR039340,215,17.15.20.19.20.18.22.19,4.10
781,ERR7361943,215,17.15.20.19.20.18.22.19,2.1
782,ERR7362042,215,17.15.20.19.20.18.22.19,2.2.10
783,SRR3675564,276,17.15.20.19.144.18.22.19,4.2.2
784,ERR038282,215,17.15.20.19.20.18.22.19,4.4.1.2
785,SRR12882639,215,17.15.20.19.20.18.22.19,3
786,SRR11342672,299,17.15.20.19.20.18.185.19,4.1.3
787,ERR2027300,299,17.15.20.19.20.18.185.19,4.1.3
788,ERR867532,276,17.15.20.19.144.18.22.19,2.2.10
789,ERR7362045,215,17.15.20.19.20.18.22.19,4.6.1.2
790,ERR8025353,215,17.15.20.19.20.18.22.19,4.10
791,ERR7361956,215,17.15.20.19.20.18.22.19,4.3.4.2.1
792,SRR18213664,215,17.15.20.19.20.18.22.19,3
793,ERR046972,215,17.15.20.19.20.18.22.19,4.1.2.1
794,ERR2027251,215,17.15.20.19.20.18.22.19,4.10
795,ERR040109,215,17.15.20.19.20.18.22.19,4.1.1.1
796,ERR040097,215,17.15.20.19.20.18.22.19,4.10
797,SRR11342690,98ff6be2f3cec80062be41140a42bd2638ea1d4b,17.15.20.19.20.18.22.357e97799fb5f1d2bb43baaf8e53c3a1d49b9263,4.1.2.1
798,ERR7361945,215,17.15.20.19.20.18.22.19,2.2.6
799,ERR038292,215,17.15.20.19.20.18.22.19,4.2.2
800,ERR7361939,939,17.15.20.19.418.18.22.19,3
801,ERR7361928,215,17.15.20.19.20.18.22.19,2.2
802,ERR040091,215,17.15.20.19.20.18.22.19,3.1.1
803,ERR7361944,215,17.15.20.19.20.18.22.19,4.2.2
804,ERR7361954,279,140.15.20.19.20.18.22.19,4.3.3
805,ERR7361937,215,17.15.20.19.20.18.22.19,4.3.2.1
806,ERR8025349,215,17.15.20.19.20.18.22.19,4.10
807,ERR8025346,215,17.15.20.19.20.18.22.19,4.10
808,ERR7361932,215,17.15.20.19.20.18.22.19,4.3.2.1
809,ERR8025350,215,17.15.20.19.20.18.22.19,4.10
810,SRR18213861,215,17.15.20.19.20.18.22.19,3
811,ERR7361942,215,17.15.20.19.20.18.22.19,3
812,SRR18213924,215,17.15.20.19.20.18.22.19,4.3.4.2
813,SRR18213659,215,17.15.20.19.20.18.22.19,3
814,ERR2027254,276,17.15.20.19.144.18.22.19,2.2.1
815,SRR6046332,277,17.15.20.19.20.18.22.176,4.1.1.3
816,ERR7361931,215,17.15.20.19.20.18.22.19,2.2.3
817,ERR2027229,215,17.15.20.19.20.18.22.19,4.6
818,ERR8025348,215,17.15.20.19.20.18.22.19,4.10
819,ERR867551,215,17.15.20.19.20.18.22.19,4.6.2.2
820,SRR17040823,276,17.15.20.19.144.18.22.19,2.2.9
821,SRR17040824,276,17.15.20.19.144.18.22.19,2.2.9
822,SRR8354585,276,17.15.20.19.144.18.22.19,2.2.9
823,SRR11871420,276,17.15.20.19.144.18.22.19,2.2.9
824,SRR7796666,276,17.15.20.19.144.18.22.19,2.2.2
825,SRR8357446,276,17.15.20.19.144.18.22.19,2.2.9
826,SRR11871428,276,17.15.20.19.144.18.22.19,2.2.9
827,SRR7796665,276,17.15.20.19.144.18.22.19,2.2.2
828,SRR11871422,276,17.15.20.19.144.18.22.19,2.2.9
829,SRR8426713,3bfa7e0835f65779a2ee78afce3daadd0b53020a,17.183.20.19.144.18.cd74d899e8c4e8a9f4399ee568312665f165ddae.19,2.2.9
830,SRR7796668,284,17.15.20.19.145.18.22.19,2.2.1
831,SRR8662666,276,17.15.20.19.144.18.22.19,2.2.10
832,SRR7796667,284,17.15.20.19.145.18.22.19,2.2.1
833,SRR11871421,276,17.15.20.19.144.18.22.19,2.2.9
834,SRR8357274,292,17.183.20.19.144.18.22.19,2.2.9
835,SRR6256984,215,17.15.20.19.20.18.22.19,2.2.10
836,SRR6257044,276,17.15.20.19.144.18.22.19,2.2.9
837,SRR6257041,279,140.15.20.19.20.18.22.19,4.3.3
838,SRR6257042,279,140.15.20.19.20.18.22.19,4.3.3
839,ERR228003,215,17.15.20.19.20.18.22.19,2.2.10
840,SRR8335314,292,17.183.20.19.144.18.22.19,2.2.9
841,ERR228037,276,17.15.20.19.144.18.22.19,2.2.9
