accession_id,METHICILLIN,VANCOMYCIN
ERR137369,mecA,none
SRR4140080,mecA,none
SRR12473094,none,none
SRR7840006,mecA,none
ERR2506449,mecA,none
SRR13995783,none,none
SRR15460514,mecA,none
ERR2533686,mecA,none
ERR1195791,mecA,none
ERR038659,none,none
ERR1197252,mecA,none
SRR1177896,mecA,none
ERR1040937,mecA,none
SRR10393822,mecA,none
ERR302753,mecA,none
SRR10102403,mecA,none
SRR5226564,none,none
SRR6347262,mecA,none
ERR302783,mecA,none
SRR14017042,none,none
SRR17952302,mecA,none
SRR5202212,mecA,none
SRR5226331,none,none
SRR12960693,none,none
ERR237635,mecA,none
ERR352985,mecA,none
ERR594175,mecA,none
ERR235037,mecA,none
SRR10179264,mecA,none
ERR134873,mecA,none
SRR12649585,mecA,none
ERR4899928,mecA,none
SRR5250726,none,none
SRR14673270,mecA,none
SRR10717222,mecA,none
ERR110799,mecA,none
ERR1040778,mecA,none
ERR2639572,mecA,none
ERR1041019,mecA,none
SRR14381675,none,none
ERR505343,mecA,none
SRR917630,mecA,none
SRR5250198,none,none
ERR4013710,none,none
SRR12693200,none,none
ERR2059803,mecA,none
ERR109656,none,none
ERR1227351,mecA,none
SRR1177908,mecA,none
SRR17789632,none,none
ERR3494348,mecA,none
SRR10179074,mecA,none
ERR2505657,none,none
SRR3418703,mecA,none
SRR10393672,mecA,none
SRR10393680,mecA,none
SRR10717428,mecA,none
SRR5226502,none,none
SRR5415258,mecA,none
ERR118580,mecA,none
SRR15461023,mecA,none
SRR10525427,mecA,none
SRR8199309,mecA,none
SRR5226562,none,none
SRR13450633,none,none
ERR1904187,none,none
ERR1069823,none,none
SRR15460741,mecA,none
SRR5250587,none,none
SRR13061288,none,none
ERR2137017,mecA,none
SRR3419125,mecA,none
ERR159066,mecA,none
SRR13825435,mecA,none
SRR11787402,mecA,none
SRR14017161,none,none
SRR3728502,none,none
ERR353038,mecA,none
SRR7839730,mecA,none
ERR1041052,mecA,none
SRR8389055,none,none
SRR6168987,none,none
ERR1040823,mecA,none
SRR11139321,mecA,none
SRR13481067,mecA,none
SRR15827497,none,none
SRR2054069,none,none
SRR13803563,mecA,none
SRR5226465,none,none
SRR14933415,none,none
ERR2059548,mecA,none
ERR5052493,none,none
ERR134771,none,none
ERR2072375,mecA,none
SRR10426543,mecC,none
SRR12881629,mecA,none
SRR10168007,mecA,none
SRR11196764,mecA,none
ERR5056029,none,none
SRR643216,mecA,none
ERR5055926,none,none
ERR1069865,none,none
SRR18339484,none,none
ERR124485,mecA,none
SRR7867437,mecA,none
ERR594222,mecA,none
ERR2072489,mecA,none
ERR1069828,none,none
SRR13450654,none,none
ERR2525244,mecA,none
SRR8399193,mecA,none
SRR5250182,none,none
SRR5415230,mecA,none
SRR5250479,none,none
SRR13968359,none,none
ERR7446574,none,none
SRR5250777,none,none
ERR1041141,mecA,none
SRR7748110,mecA,none
SRR5926168,mecA,none
ERR4626528,none,none
ERR7681404,none,none
SRR4359225,none,none
SRR6938621,mecA,none
SRR12952453,mecA,none
ERR4014775,none,none
SRR13967925,none,none
SRR14866171,mecA,none
SRR5415384,mecA,none
DRR307743,none,none
SRR13967649,none,none
SRR8074838,mecA,none
ERR177198,mecA,none
SRR13825711,mecA,none
SRR13995698,none,none
SRR2054060,none,none
SRR15041172,mecA,none
ERR3148127,none,none
SRR6347247,none,none
SRR15460390,mecA,none
ERR302748,mecA,none
SRR5226468,none,none
SRR13481112,mecA,none
ERR4014968,none,none
ERR961619,none,none
ERR5055862,none,none
SRR13968319,none,none
SRR3729006,none,none
SRR7867508,mecA,none
ERR5052521,none,none
SRR14017118,none,none
SRR6347041,none,none
SRR6675979,none,none
ERR111130,mecA,none
SRR15275033,none,none
SRR11787442,mecA,none
ERR1769067,mecA,none
ERR3938610,none,none
SRR7297389,mecA,none
ERR1753417,none,none
ERR163483,mecA,none
SRR10418177,none,none
SRR5486385,none,none
SRR13481079,mecA,none
ERR1040941,mecA,none
SRR6347298,mecA,none
ERR4656809,none,none
SRR15275048,none,none
ERR1700054,none,none
ERR360262,mecA,none
SRR15041178,mecA,none
SRR3729067,none,none
ERR2232586,mecA,none
ERR5056011,none,none
SRR6347140,none,none
SRR11996407,mecA,none
ERR4899942,mecA,none
ERR4626541,none,none
SRR646405,mecA,none
SRR10179307,mecA,none
SRR16542410,mecA,none
SRR17789878,none,none
SRR10126884,mecA,none
ERR1197208,mecA,none
SRR11364524,mecA,none
SRR10127064,mecA,none
SRR5909291,mecA,none
ERR485394,mecA,none
SRR3728574,none,none
ERR1041055,mecA,none
ERR5056021,none,none
SRR3728677,none,none
ERR2506340,mecA,none
ERR3012745,none,none
SRR17790001,none,none
SRR5369595,none,none
ERR4014825,none,none
SRR5146182,mecA,none
SRR8278178,mecA,none
SRR12472818,mecA,none
SRR5415502,none,none
SRR7983712,none,none
ERR2118846,none,none
SRR15602556,none,none
SRR15275008,none,none
SRR2054094,mecA,none
SRR13194672,mecA,none
ERR2309520,none,none
SRR12344245,mecA,none
ERR237683,mecA,none
ERR172091,none,none
SRR16104213,none,none
SRR1178154,mecA,none
ERR036015,mecA,none
ERR7162642,none,none
SRR5251309,none,none
SRR8733598,mecA,none
SRR10167989,none,none
ERR137368,mecA,none
SRR13995978,none,none
SRR3729184,none,none
ERR302817,mecA,none
ERR118575,mecA,none
SRR8074826,mecA,none
SRR14673358,none,none
SRR5249851,none,none
SRR13803679,mecA,none
SRR15460790,mecA,none
ERR2639540,mecA,none
SRR10717449,mecA,none
SRR14673634,mecA,none
ERR1197217,mecA,none
SRR5244952,mecA,none
SRR13967974,none,none
SRR8074783,mecA,none
ERR4662280,none,none
ERR1201325,mecA,none
SRR8872500,none,none
ERR118555,mecA,none
SRR12342915,mecA,none
SRR3731894,none,none
ERR4662273,none,none
ERR5055844,none,none
ERR380533,mecA,none
SRR7297256,mecA,none
SRR10038381,mecA,none
ERR4911728,none,none
SRR7867547,mecA,none
SRR13995949,none,none
ERR3498927,mecA,none
SRR8712646,mecA,none
SRR5244851,mecA,none
SRR14016876,none,none
SRR15882854,mecA,none
ERR594282,mecA,none
SRR12078886,none,none
SRR6332112,none,none
ERR134639,mecA,none
SRR3729201,none,none
ERR594166,mecA,none
ERR8711292,mecA,none
SRR5250651,none,none
ERR2639538,mecA,none
SRR13968466,none,none
ERR5056036,mecA,none
SRR12952204,mecA,none
SRR11139260,mecA,none
SRR5251379,none,none
SRR12472894,none,none
SRR18507860,none,none
SRR14673314,mecA,none
SRR6938284,mecC,none
ERR3623550,mecA,none
ERR1143371,none,none
ERR2309518,none,none
SRR13968262,none,none
SRR13967283,none,none
SRR16074769,none,none
SRR3730411,none,none
ERR223162,mecA,none
SRR7825279,mecA,none
SRR14016776,none,none
SRR15460396,mecA,none
SRR12079171,none,none
SRR14017248,none,none
SRR3730402,none,none
SRR13298039,none,none
SRR3729134,mecA,none
SRR7748114,mecA,none
SRR7297578,mecA,none
ERR1723951,mecA,none
SRR17790015,none,none
ERR5052520,none,none
SRR11850344,mecA,none
ERR496844,mecA,none
SRR5226321,none,none
SRR5250132,none,none
SRR13825713,mecA,none
SRR3731826,none,none
SRR10905550,mecA,none
SRR7748104,mecA,none
ERR358056,mecA,none
SRR12079051,none,none
ERR2072582,mecA,none
SRR7839450,mecA,none
SRR917616,mecA,none
SRR13825798,mecA,none
SRR13767922,mecA,none
SRR5369685,none,none
SRR15460636,mecA,none
SRR5250549,none,none
SRR11997617,none,none
ERR124526,mecA,none
ERR2072486,mecA,none
SRR12952340,none,none
ERR1577234,mecC,none
SRR5244796,mecA,none
SRR13298050,none,none
ERR1753457,none,none
SRR8712634,mecA,none
ERR035980,mecA,none
SRR3730826,none,none
ERR1904130,none,none
SRR3728664,mecA,none
ERR1195923,mecA,none
SRR15041118,mecA,none
ERR2309550,none,none
SRR2054063,none,none
SRR6346857,mecA,none
ERR1143435,none,none
SRR4359261,none,none
ERR3623566,mecA,none
SRR5909276,mecA,none
SRR15602544,none,none
SRR3728493,none,none
SRR7747943,none,none
SRR6346850,mecA,none
ERR163498,mecA,none
SRR7839381,mecA,none
ERR177224,mecA,none
ERR163475,mecA,none
ERR3798984,none,none
SRR12342918,mecA,none
ERR594234,mecA,none
ERR594108,mecA,none
ERR4017506,none,none
SRR12649605,none,none
SRR13827634,mecA,none
SRR8241494,none,none
ERR2072361,mecA,none
SRR3731460,mecA,none
ERR1195808,mecA,none
SRR11364517,mecA,none
SRR12078892,none,none
ERR2118834,none,none
ERR4911892,none,none
SRR13995929,none,none
SRR10717414,mecA,none
SRR3729284,mecA,none
SRR12952372,none,none
SRR1655456,none,none
SRR14935094,mecA,none
SRR13995583,none,none
SRR13995714,none,none
SRR8399192,mecA,none
SRR6346983,mecA,none
ERR2059821,none,none
SRR3730905,mecA,none
SRR8506884,mecA,none
ERR3991215,mecA,none
ERR4845622,none,none
SRR15460661,mecA,none
ERR1699836,none,none
SRR9647547,mecA,none
ERR1040892,mecA,none
ERR496882,mecA,none
SRR6881483,mecA,none
ERR137350,mecA,none
ERR2059693,mecA,none
SRR7748097,mecA,none
SRR4359403,none,none
ERR035974,mecA,none
ERR1041167,mecA,none
ERR1891937,none,none
SRR14673353,mecA,none
ERR493463,mecA,none
SRR10127087,mecA,none
SRR12472525,none,none
SRR5250788,mecA,none
SRR6169005,none,none
SRR17118778,none,none
ERR4911811,none,none
ERR7681394,none,none
ERR212255,mecA,none
ERR163719,mecA,none
SRR13966884,none,none
SRR3728999,mecA,none
ERR1069946,none,none
SRR12473078,mecA,none
SRR12344211,mecA,none
SRR5415422,mecA,none
SRR3730692,none,none
ERR4899995,mecA,none
SRR11139394,mecA,none
SRR15041106,mecA,none
SRR10393662,mecA,none
SRR8389031,none,none
SRR6347306,none,none
SRR8389020,none,none
SRR7653521,mecA,none
ERR302809,mecA,none
SRR12952445,none,none
SRR8733568,mecA,none
SRR15460818,mecA,none
ERR2506504,mecA,none
ERR158748,mecA,none
ERR4014923,none,none
SRR5250503,none,none
SRR13968600,none,none
SRR5251262,none,none
ERR1040846,mecA,none
ERR1753437,none,none
SRR13968460,none,none
ERR4911790,none,none
ERR036035,mecA,none
SRR3731683,mecA,none
SRR18339372,none,none
SRR8437256,none,none
ERR2059728,mecA,none
ERR357955,mecA,none
ERR357991,mecA,none
ERR038660,none,none
SRR14017122,none,none
SRR13174200,none,none
SRR16542459,mecA,none
SRR5815598,none,none
ERR3623851,mecA,none
SRR10179241,mecA,none
SRR12472670,none,none
SRR11196771,mecA,none
SRR13967899,none,none
ERR246672,none,none
SRR13966846,none,none
ERR4900016,mecA,none
SRR4359165,none,none
SRR1656125,none,none
ERR2505690,none,none
ERR1943725,mecA,none
ERR357873,mecA,none
SRR3730666,mecA,none
SRR5226521,none,none
SRR6169023,none,none
SRR7825292,mecA,none
SRR12472656,mecA,none
SRR15460922,mecA,none
SRR6938300,mecA,none
SRR12472783,mecA,none
SRR10842791,mecA,none
SRR5250541,mecA,none
ERR1195968,mecA,none
SRR4019284,mecA,none
ERR2137512,none,none
SRR11278495,none,none
SRR15275054,none,none
SRR11526825,mecA,none
SRR13995838,none,none
SRR13966925,none,none
SRR11997607,none,none
SRR3730813,none,none
ERR2072615,mecA,none
SRR13450684,none,none
SRR13968462,none,none
SRR10842789,mecA,none
SRR6762205,mecA,none
ERR1040751,mecA,none
SRR3731557,none,none
SRR5415468,mecA,none
SRR10717413,mecA,none
ERR237727,mecA,none
SRR17789794,none,none
ERR156520,mecA,none
ERR134855,mecA,none
SRR3731705,none,none
SRR13967507,none,none
ERR212239,mecA,none
SRR7748107,mecA,none
ERR4015184,none,none
SRR3194903,mecA,none
SRR12701040,mecA,none
ERR5055996,none,none
SRR7867485,mecA,none
ERR1904085,none,none
SRR13968333,none,none
ERR353180,mecA,none
SRR5250347,none,none
ERR4911755,none,none
SRR12079019,none,none
ERR159009,mecA,none
SRR3730708,none,none
SRR13967830,none,none
SRR3574704,none,none
SRR11829883,mecA,none
ERR2525268,mecA,none
SRR14291765,mecA,none
SRR15460565,mecA,none
ERR7162545,none,none
ERR2780022,mecA,none
SRR3730749,none,none
SRR3418897,mecA,none
SRR5226531,none,none
SRR10167996,none,none
SRR10426524,mecC,none
ERR380529,mecA,none
SRR12952337,none,none
SRR3731545,none,none
SRR7983558,none,none
ERR1891851,none,none
ERR158980,mecA,none
SRR17071251,none,none
SRR13966852,none,none
SRR11016773,mecA,none
ERR302825,mecA,none
ERR129270,mecA,none
SRR13995984,none,none
ERR4656828,none,none
ERR5055970,none,none
ERR2639534,mecA,none
ERR594246,mecA,none
SRR3730588,none,none
SRR17952355,mecA,none
ERR7162534,none,none
SRR9200083,mecA,none
SRR6491104,mecA,none
SRR5251300,none,none
SRR1178157,mecA,none
SRR2053947,none,none
SRR14016968,none,none
SRR17071265,none,none
SRR12472598,mecA,none
SRR10179288,mecA,none
ERR380531,mecA,none
ERR1753380,none,none
SRR12952180,mecA,none
SRR12472933,none,none
ERR2533716,mecA,none
SRR6171124,none,none
SRR15308144,none,none
SRR12693203,none,none
SRR12472548,none,none
SRR14016924,none,none
ERR3623783,mecA,none
SRR3730689,none,none
SRR6347302,mecA,none
ERR1769079,mecA,none
SRR10038419,mecA,none
ERR5055786,none,none
SRR12079091,none,none
ERR107863,mecA,none
ERR118345,mecA,none
SRR14016939,none,none
SRR11016255,mecA,none
ERR7446568,none,none
ERR118527,mecA,none
SRR3729399,none,none
SRR11787385,mecA,none
SRR13968392,none,none
SRR15460615,mecA,none
SRR12472948,none,none
SRR12560298,mecA,none
SRR13967151,none,none
ERR1143410,none,none
ERR1070015,none,none
SRR1050018,mecA,none
SRR13968539,none,none
ERR212264,mecA,none
ERR158700,mecA,none
SRR3418760,mecA,none
SRR13803005,mecA,none
ERR3623816,mecA,none
SRR13967753,mecA,none
SRR14866244,mecA,none
SRR10393777,mecA,none
SRR15460999,mecA,none
SRR12472725,mecA,none
SRR10717256,mecA,none
SRR15460749,mecA,none
ERR352972,mecA,none
ERR1753385,none,none
SRR2107101,mecA,none
ERR1040783,mecA,none
SRR14017292,none,none
SRR5909183,mecA,none
ERR4911783,none,none
ERR086089,mecA,none
SRR13967399,none,none
SRR13733132,mecA,none
SRR5486355,none,none
ERR7434451,mecA,none
ERR111098,mecA,none
SRR14267660,mecA,none
SRR15461108,mecA,none
ERR517325,mecA,none
SRR5226459,none,none
SRR16074797,none,none
ERR1040829,mecA,none
SRR5250400,none,none
ERR1723990,none,none
SRR5244896,mecA,none
ERR2639519,none,none
SRR3418904,mecA,none
ERR4626476,none,none
ERR1700045,none,none
SRR5313838,mecA,none
SRR4003489,none,none
SRR10126999,mecA,none
SRR6346982,none,none
SRR13967479,none,none
SRR17772273,none,none
SRR13966962,none,none
SRR12952263,none,none
SRR13967811,none,none
SRR3730824,none,none
ERR2072421,mecA,none
SRR12124535,mecA,none
ERR1943746,none,none
ERR1904157,none,none
ERR134848,mecA,none
ERR4845655,none,none
ERR1723972,mecA,none
SRR1178245,mecA,none
SRR15903553,none,none
SRR14673359,mecA,none
SRR5244692,mecA,none
SRR3729106,none,none
SRR13967364,none,none
ERR358044,mecA,none
SRR3729213,none,none
ERR1040946,mecA,none
ERR2533726,mecA,none
SRR7983687,mecA,none
SRR3729099,mecA,none
SRR13966833,none,none
SRR17118746,mecA,none
ERR1723941,mecA,none
ERR3623866,mecA,none
ERR2525377,mecA,none
ERR4626394,mecA,none
SRR14017232,none,none
ERR1904162,none,none
SRR13967059,none,none
ERR496915,mecA,none
SRR12078824,none,none
ERR4845642,mecA,none
ERR159055,mecA,none
SRR1160325,mecA,none
ERR4808335,mecA,none
SRR5244721,mecA,none
SRR12586801,mecA,none
ERR2506386,mecA,none
ERR2525231,mecA,none
SRR11612803,none,none
ERR158741,mecA,none
SRR5226333,none,none
SRR15461074,mecA,none
SRR15827500,none,none
SRR13966777,none,none
SRR9700797,mecA,none
SRR12472941,mecA,none
ERR5055826,none,none
SRR16104205,none,none
ERR5055763,none,none
ERR3497790,mecA,none
SRR12952410,mecA,none
SRR5313876,mecA,none
ERR212235,mecA,none
ERR4656787,none,none
ERR118474,mecA,none
SRR13968122,none,none
SRR12472918,mecA,none
ERR338637,mecA,none
SRR3729327,none,none
ERR1723947,mecA,none
SRR5226393,none,none
SRR5250468,mecA,none
ERR3494361,mecA,none
ERR118488,mecA,none
SRR10126885,mecA,none
SRR6347313,none,none
SRR6118112,none,none
ERR357868,mecA,none
SRR3730705,none,none
ERR1143417,none,none
ERR5055934,none,none
ERR4911936,none,none
SRR5250246,none,none
SRR11016203,mecA,none
ERR1723929,mecA,none
SRR5313877,mecA,none
ERR5056008,none,none
SRR5244879,none,none
ERR134874,mecA,none
SRR5369639,none,none
ERR1769152,mecA,none
SRR13966855,none,none
SRR7983736,mecA,none
SRR7653524,mecA,none
SRR12472715,mecA,none
SRR3731796,none,none
ERR5055884,none,none
SRR16542564,mecA,none
SRR3729346,none,none
ERR234959,mecA,none
SRR13995766,none,none
SRR5250382,mecA,none
SRR10038336,mecA,none
ERR957830,mecA,none
SRR5486387,none,none
SRR10717528,mecA,none
SRR3730835,none,none
SRR12472703,mecA,none
SRR13767888,mecA,none
ERR732813,mecA,none
SRR11016247,mecA,none
ERR1943845,none,none
ERR045068,mecA,none
ERR3148128,none,none
ERR237724,mecA,none
SRR11364505,mecA,none
SRR14017162,none,none
ERR360204,mecA,none
ERR246597,none,none
SRR16542549,none,none
SRR5369647,mecA,none
ERR4911903,none,none
SRR15461016,mecA,none
SRR7983729,none,none
SRR7748071,mecA,none
ERR4626362,mecA,none
SRR5244785,mecA,none
SRR12881645,none,none
SRR15274991,none,none
SRR15882868,none,none
ERR496868,mecA,none
SRR1539727,none,none
SRR5226571,none,none
ERR4845699,mecA,none
ERR353034,mecA,none
SRR6346939,none,none
SRR12952378,none,none
SRR8389022,none,none
ERR1753377,none,none
SRR6938504,none,none
SRR13966975,mecA,none
ERR1769123,mecA,none
SRR12795816,none,none
SRR6332148,none,none
SRR6938371,mecA,none
SRR7983609,mecA,none
SRR6053658,mecA,none
SRR6346904,none,none
SRR6332113,none,none
SRR17789823,none,none
ERR3623549,mecA,none
ERR177154,mecA,none
SRR15460894,mecA,none
SRR1687071,none,none
SRR6332161,none,none
SRR10168041,none,none
ERR7162577,none,none
SRR8389076,mecA,none
SRR15460499,mecA,none
ERR594273,mecA,none
SRR12333144,mecA,none
ERR045067,mecA,none
ERR4899908,mecA,none
SRR13803320,mecA,none
ERR246601,none,none
SRR15460544,mecA,none
SRR14936286,none,none
ERR4911667,none,none
ERR7446585,none,none
SRR15460813,mecA,none
ERR212192,mecA,none
SRR16542425,mecA,none
SRR3731863,none,none
SRR6938420,none,none
SRR8733594,mecA,none
ERR517371,mecA,none
SRR3730478,none,none
ERR1213803,none,none
SRR11996438,mecA,none
SRR5909265,mecA,none
SRR6938386,mecA,none
SRR10179221,mecA,none
SRR3730603,none,none
SRR15460815,mecA,none
ERR594198,mecA,none
ERR381003,mecA,none
ERR2059666,mecA,none
ERR1143372,none,none
SRR8872547,none,none
SRR11612820,none,none
SRR13995746,none,none
SRR14017105,none,none
SRR10038367,mecA,none
SRR3730462,none,none
SRR11850382,mecA,none
ERR1213811,mecA,none
SRR13966965,none,none
SRR17118724,mecA,none
SRR5250721,none,none
SRR7825300,mecA,none
ERR4013642,none,none
SRR3728374,none,none
SRR12980217,none,none
SRR8810233,mecA,none
SRR5313834,mecA,none
SRR17789910,none,none
SRR13968691,none,none
ERR107812,mecA,none
ERR2525217,mecA,none
SRR3418947,mecA,none
SRR8984572,mecA,none
ERR505341,mecA,none
SRR8602092,none,none
SRR8399131,mecA,none
SRR13968207,none,none
SRR2054024,none,none
ERR2780031,mecA,none
ERR732822,mecA,none
SRR6346892,none,none
SRR10418169,none,none
SRR15882867,none,none
SRR5250010,none,none
SRR17952367,mecA,none
SRR12472654,mecA,none
ERR134746,mecA,none
SRR12233427,mecA,none
SRR12693211,none,none
ERR235039,mecA,none
SRR7867484,mecA,none
ERR118603,mecA,none
ERR2309608,none,none
SRR14933443,none,none
ERR084549,mecA,none
SRR5909177,mecA,none
ERR086131,mecA,none
ERR134672,mecA,none
SRR13967002,none,none
ERR1715389,none,none
SRR16074862,none,none
SRR10179029,mecA,none
SRR6346962,none,none
SRR5146188,mecA,none
SRR2054062,mecA,none
SRR12079087,mecA,none
ERR1904086,none,none
SRR15372811,none,none
ERR3623712,mecA,none
SRR10179250,mecA,none
SRR3731747,none,none
SRR3731623,none,none
SRR3729309,none,none
SRR8872635,none,none
DRR123102,mecA,none
ERR3623562,mecA,none
SRR3729149,none,none
SRR11612827,none,none
SRR13968339,none,none
ERR4017537,none,none
ERR1050521,mecA,none
SRR1656156,mecA,none
ERR1699891,none,none
SRR16104207,none,none
ERR4899876,mecA,none
SRR5486247,none,none
SRR7748117,mecA,none
ERR2533459,mecA,none
ERR1891914,mecA,none
SRR11850331,none,none
SRR5415267,mecA,none
SRR6171126,none,none
ERR5055908,none,none
SRR11278525,none,none
ERR593590,mecA,none
SRR14673630,mecA,none
ERR2059768,none,none
SRR10717358,mecA,none
SRR4359330,none,none
ERR1069884,none,none
SRR5249850,none,none
SRR10179022,mecA,none
ERR4899992,mecA,none
ERR1040893,mecA,none
SRR13450755,none,none
ERR2533577,mecA,none
SRR12343621,mecA,none
SRR13061269,none,none
SRR13966939,none,none
SRR3730920,none,none
ERR1195990,mecA,none
ERR594114,mecA,none
ERR1197185,mecA,none
SRR6938348,mecA,none
SRR12078972,none,none
ERR1143488,none,none
SRR12342912,mecA,none
SRR11016272,mecA,none
ERR4013671,none,none
ERR3494790,mecA,none
ERR4017524,none,none
SRR17789907,none,none
ERR064946,mecA,none
SRR15274969,none,none
SRR12952395,mecA,none
ERR2118845,none,none
ERR1592201,mecA,none
SRR13149202,none,none
SRR13967837,none,none
ERR1904065,none,none
SRR5714696,none,none
SRR12233442,mecA,none
SRR1955859,none,none
SRR16104202,none,none
SRR11139344,mecA,none
SRR8602039,none,none
ERR137305,mecA,none
ERR381004,mecA,none
SRR5146163,mecA,none
SRR15460849,mecA,none
SRR8437259,mecA,none
ERR4626605,none,none
ERR1715463,mecA,none
ERR5442460,none,none
SRR12952478,none,none
SRR12079112,none,none
ERR2232658,mecA,none
ERR7162611,none,none
ERR1143460,none,none
ERR1700004,none,none
SRR12952227,none,none
SRR1301169,none,none
ERR111122,mecA,none
ERR212218,mecA,none
ERR302820,mecA,none
ERR4808359,mecA,none
ERR3792048,mecA,none
SRR5250365,none,none
ERR2780047,none,none
SRR13967547,none,none
ERR1712351,mecA,none
ERR1143516,none,none
SRR13966949,none,none
ERR302742,mecA,none
SRR8389059,none,none
SRR13968425,none,none
SRR917561,mecA,none
SRR13450776,none,none
ERR302733,mecA,none
